author_name,painting_name,Style,Genre,Theme,Date,Period,image_url
Bram Bogart,Lenasgarden 1983,Excessivism,abstract,,1983,,https://uploads7.wikiart.org//images//bram-bogart//lenasgarden-1983.jpg
Bram Bogart,Lechapeauderubens 1983,Excessivism,abstract,,1983,,https://uploads4.wikiart.org//images//bram-bogart//lechapeauderubens-1983.jpg
Bram Bogart,Yellow Green 1962,Excessivism,abstract,,1962,,https://uploads8.wikiart.org//images//bram-bogart//yellow-green-1962.jpg
Bram Bogart,Noordbodem 1961,Excessivism,abstract,,1961,,https://uploads6.wikiart.org//images//bram-bogart//noordbodem-1961.jpg
Jean Benoit,The Necrophile Dedicated To Sergeant Bertrand 1965,Surrealism,sculpture,,1965,,https://uploads6.wikiart.org//images//jean-benoit//the-necrophile-dedicated-to-sergeant-bertrand-1965.jpg!Large.jpg
Jean Benoit,Costume For The Execution Of The Testament Of The Marquis De Sade 1950 2,Surrealism,sculpture,,1950,,https://uploads1.wikiart.org//images//jean-benoit//costume-for-the-execution-of-the-testament-of-the-marquis-de-sade-1950-2.jpg!Large.jpg
Jean Benoit,Costume For The Execution Of The Testament Of The Marquis De Sade 1950 1,Surrealism,sculpture,,1950,,https://uploads0.wikiart.org//images//jean-benoit//costume-for-the-execution-of-the-testament-of-the-marquis-de-sade-1950-1.jpg
Jean Benoit,Costume For The Execution Of The Testament Of The Marquis De Sade 1950,Surrealism,sculpture,,1950,,https://uploads7.wikiart.org//images//jean-benoit//costume-for-the-execution-of-the-testament-of-the-marquis-de-sade-1950.jpg
Albert Huie,Quiet Corner Gordon Town 1958,Post-Impressionism,landscape,,1958,,https://uploads2.wikiart.org//images//albert-huie//quiet-corner-gordon-town-1958.jpg
Albert Huie,Crop Time 1955,Muralism,genre painting,,1955,,https://uploads5.wikiart.org//images//albert-huie//crop-time-1955.jpg
Albert Huie,Self Portrait 1943,Post-Impressionism,self-portrait,,1943,,https://uploads1.wikiart.org//images//albert-huie//self-portrait-1943.jpg!Large.jpg
Albert Huie,Noon 1943,Muralism,genre painting,,1943,,https://uploads0.wikiart.org//images//albert-huie//noon-1943.jpg
Albert Huie,The Vendor 1939,Post-Impressionism,portrait,,1939,,https://uploads6.wikiart.org//images//albert-huie//the-vendor-1939.jpg
Albert Huie,The Counting Lesson 1938,Post-Impressionism,portrait,,1938,,https://uploads6.wikiart.org//images//albert-huie//the-counting-lesson-1938.jpg
Jean Jansem,Adelita 1972,Expressionism,"figurative,genre painting",,1972,,https://uploads4.wikiart.org//images//jean-jansem//adelita-1972.jpg!Large.jpg
Jean Jansem,Two Ballerinas Resting 1969,Expressionism,"figurative,genre painting",,1969,,https://uploads0.wikiart.org//images//jean-jansem//two-ballerinas-resting-1969.jpg
Jean Jansem,Dancer Sitting 1969,Expressionism,"figurative,genre painting",,,,https://uploads2.wikiart.org//images//jean-jansem//dancer-sitting-1969.jpg!Large.jpg
Jean Jansem,The Rest During Rehearsal 1968,Expressionism,"figurative,genre painting",,1968,,https://uploads3.wikiart.org//images//jean-jansem//the-rest-during-rehearsal-1968.jpg
Yves Laloy,Le Tout En Un Le Tout En Nain 1958,Surrealism,figurative,,1958,,https://uploads6.wikiart.org//images//yves-laloy//le-tout-en-un-le-tout-en-nain-1958.jpg
Yves Laloy,Saturne Pas Rond 1949,Surrealism,figurative,,1949,,https://uploads2.wikiart.org//images//yves-laloy//saturne-pas-rond-1949.jpg
Yves Laloy,Les Adieux 1959,Surrealism,figurative,,1959,,https://uploads5.wikiart.org//images//yves-laloy//les-adieux-1959.jpg
Yves Laloy,Les Petits Poissons Rouges Les Petits Pois Sont Verts 1960,Surrealism,figurative,,1960,,https://uploads4.wikiart.org//images//yves-laloy//les-petits-poissons-rouges-les-petits-pois-sont-verts-1960.jpg!Large.jpg
Yves Laloy,Monstrum In Animo 1955,Surrealism,figurative,,1955,,https://uploads3.wikiart.org//images//yves-laloy//monstrum-in-animo-1955.jpg
Maurice Boitel,C Te D Opale Dunes Au Soleil Couchant 1986,Impressionism,landscape,,1986,,https://uploads0.wikiart.org//images//maurice-boitel//c-te-d-opale-dunes-au-soleil-couchant-1986.jpg
Maurice Boitel,La Route De Conches Dans Un Village 1961,Impressionism,landscape,,1961,,https://uploads7.wikiart.org//images//maurice-boitel//la-route-de-conches-dans-un-village-1961.jpg
Maurice Boitel,Eglise Saint Gervais 1950,Impressionism,landscape,,1950,,https://uploads1.wikiart.org//images//maurice-boitel//eglise-saint-gervais-1950.jpg
Maurice Boitel,Alger Le Port 1947,Impressionism,landscape,,1947,,https://uploads3.wikiart.org//images//maurice-boitel//alger-le-port-1947.jpg
Vytautas Kasiulis,The Artist Thinking,Expressionism,"landscape,still life",,1950,,https://uploads6.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-08.jpg!Large.jpg
Charles Wilbert White,Guitarist,Social Realism,genre painting,,1959,,https://uploads2.wikiart.org//images//charles-wilbert-white//guitarist.jpg!Large.jpg
Charles Wilbert White,Negro U S A 1949,Social Realism,portrait,,1949,,https://uploads0.wikiart.org//images//charles-wilbert-white//negro-u-s-a-1949.jpg!Large.jpg
Charles Wilbert White,Our War 1948,Social Realism,genre painting,,1948,,https://uploads4.wikiart.org//images//charles-wilbert-white//our-war-1948.jpg
Charles Wilbert White,The Contribution Of The Negro To Democracy In America 1943,"Muralism,Social Realism",symbolic painting,,1943,,https://uploads5.wikiart.org//images//charles-wilbert-white//the-contribution-of-the-negro-to-democracy-in-america-1943.jpg
Vytautas Kasiulis,The Artist And The Model,Expressionism,"landscape,still life",,1960,,https://uploads6.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-09.jpg!Large.jpg
Vytautas Kasiulis,Linocut,Expressionism,"landscape,still life",,1950,,https://uploads8.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-03-1-711x1024.jpg!Large.jpg
Vytautas Kasiulis,Little Street Of Montmartre Paris,Expressionism,"landscape,still life",,1960,,https://uploads6.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-04-753x1024.jpg!Large.jpg
Vytautas Kasiulis,Moulin Rouge,Expressionism,"landscape,still life",,1980,,https://uploads7.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-06-1.jpg
Vytautas Kasiulis,The Accordionist,Expressionism,"landscape,still life",,1950,,https://uploads6.wikiart.org//00125//images//vytautas-kasiulis//kasiulis-spaudai-10-779x1024.jpg!Large.jpg
Hovhannes Zardaryan,Silver Ararat,Realism,"genre painting,landscape",,1973,,https://uploads3.wikiart.org//images//hovhannes-zardaryan//silver-ararat.jpg
Hovhannes Zardaryan,Aspiration,Expressionism,"genre painting,landscape",,1960,,https://uploads1.wikiart.org//images//hovhannes-zardaryan//aspiration.jpg!Large.jpg
Hovhannes Zardaryan,Spring 1956,Expressionism,"genre painting,landscape",,1956,,https://uploads1.wikiart.org//images//hovhannes-zardaryan//spring-1956.jpg
Hovhannes Zardaryan,Spring Etude 1944,Realism,"genre painting,landscape",,1944,,https://uploads7.wikiart.org//images//hovhannes-zardaryan//spring-etude-1944.jpg
Ligia Macovei,Vegetal 1977,Expressionism,abstract,,1977,,https://uploads5.wikiart.org//images//ligia-macovei//vegetal-1977.jpg
Ligia Macovei,Flower Sellers In Venice 1958,Expressionism,genre painting,,1958,,https://uploads5.wikiart.org//images//ligia-macovei//flower-sellers-in-venice-1958.jpg!Large.jpg
Ligia Macovei,Self Portrait 1943,Expressionism,self-portrait,,1943,,https://uploads3.wikiart.org//images//ligia-macovei//self-portrait-1943.jpg!Large.jpg
Ligia Macovei,Landscape With Bridge 1940,Expressionism,landscape,,1940,,https://uploads2.wikiart.org//images//ligia-macovei//landscape-with-bridge-1940.jpg!Large.jpg
Ligia Macovei,Landscape With Boat 1940,Expressionism,landscape,,1940,,https://uploads0.wikiart.org//images//ligia-macovei//landscape-with-boat-1940.jpg!Large.jpg
Paul Paun,Portret Of The Artist In The Black Window 1979,Surrealism,self-portrait,,1979,,https://uploads0.wikiart.org//images//paul-paun//portret-of-the-artist-in-the-black-window-1979.jpg!Large.jpg
Paul Paun,Infra Black Drawing 1963,Automatic Painting,abstract,,1963,,https://uploads4.wikiart.org//images//paul-paun//infra-black-drawing-1963.jpg
Paul Paun,Invitation For Exhibition Prometeu Gallery February 1945 1945,Automatic Painting,poster,,1945,,https://uploads5.wikiart.org//images//paul-paun//invitation-for-exhibition-prometeu-gallery-february-1945-1945.jpg
Paul Paun,Illustration For Gellu Naum S Teribilul Interzis 1945,Automatic Painting,abstract,,1945,,https://uploads6.wikiart.org//images//paul-paun//illustration-for-gellu-naum-s-teribilul-interzis-1945.jpg
Paul Paun,Prot Ge Moi 1944,Automatic Painting,abstract,,1944,,https://uploads6.wikiart.org//images//paul-paun//prot-ge-moi-1944.jpg!Large.jpg
Paul Paun,Tu Tournes Lentement 1943,Automatic Painting,abstract,,1943,,https://uploads6.wikiart.org//images//paul-paun//tu-tournes-lentement-1943.jpg!Large.jpg
Albert Tucker,City 1973,Expressionism,landscape,,1973,,https://uploads8.wikiart.org//00114//images//albert-tucker//dd101419.jpg!Large.jpg
Luis Dourdil,Untitled 1979,Expressionism,abstract,,1979,,https://uploads6.wikiart.org//images//luis-dourdil//untitled-1979.jpg!Large.jpg
Luis Dourdil,Untitled 1977,Expressionism,abstract,,1977,,https://uploads6.wikiart.org//images//luis-dourdil//untitled-1977.jpg!Large.jpg
Luis Dourdil,Untitled 1973,Expressionism,abstract,,1973,,https://uploads6.wikiart.org//images//luis-dourdil//untitled-1973.jpg!Large.jpg
Luis Dourdil,Peixeira Sentada 1960,Expressionism,abstract,,1960,,https://uploads5.wikiart.org//images//luis-dourdil//peixeira-sentada-1960.jpg!Large.jpg
Luis Dourdil,Landscape 1959,Expressionism,landscape,,1959,,https://uploads7.wikiart.org//images//luis-dourdil//landscape-1959.jpg!Large.jpg
Luis Dourdil,Varinas 1954,Expressionism,portrait,,1954,,https://uploads5.wikiart.org//images//luis-dourdil//varinas-1954.jpg!Large.jpg
Albert Tucker,Thames 1957,Expressionism,symbolic painting,,1957,,https://uploads0.wikiart.org//00114//images//albert-tucker//273-2007-s.jpg
Albert Tucker,Judas 1955,Expressionism,religious painting,,1955,,https://uploads8.wikiart.org//00114//images//albert-tucker//dd001039.jpg!Large.jpg
Albert Tucker,Victory Girls 1943,Expressionism,figurative,,1943,,https://uploads5.wikiart.org//00114//images//albert-tucker//82187.jpg!Large.jpg
Adrien Dax,Le Geom Tre Impression De Relief 1967,Art Informel,abstract,,1967,,https://uploads0.wikiart.org//images//adrien-dax//le-geom-tre-impression-de-relief-1967.jpg
Adrien Dax,Untitled 1962,Surrealism,abstract,,1962,,https://uploads3.wikiart.org//images//adrien-dax//untitled-1962.jpg
Adrien Dax,Fen Tre Toil E 1962,Surrealism,figurative,,1962,,https://uploads0.wikiart.org//images//adrien-dax//fen-tre-toil-e-1962.jpg
Adrien Dax,Untitled 1960,Surrealism,abstract,,1960,,https://uploads4.wikiart.org//images//adrien-dax//untitled-1960.jpg!Large.jpg
Graham Bell,Brunswick Square London 1940,Realism,cityscape,,1940,,https://uploads2.wikiart.org//images//graham-bell//brunswick-square-london-1940.jpg!Large.jpg
Graham Bell,Baylham Mill 1940,Realism,landscape,,1940,,https://uploads0.wikiart.org//images//graham-bell//baylham-mill-1940.jpg!Large.jpg
Graham Bell,The Caf Caf Conte London 1938,Realism,genre painting,,1938,,https://uploads3.wikiart.org//images//graham-bell//the-caf-caf-conte-london-1938.jpg!Large.jpg
Graham Bell,Miss Anne Popham 1938,Realism,portrait,,1938,,https://uploads4.wikiart.org//images//graham-bell//miss-anne-popham-1938.jpg!Large.jpg
Graham Bell,Dover Front 1938,Realism,landscape,,1938,,https://uploads8.wikiart.org//images//graham-bell//dover-front-1938.jpg!Large.jpg
Graham Bell,The Green Coat 1930,Realism,portrait,,1930,,https://uploads2.wikiart.org//images//graham-bell//the-green-coat-1930.jpg!Large.jpg
Louis Van Lint,Composition Germinatrice 1979,Tachisme,abstract,,,,https://uploads8.wikiart.org//00105//images//louis-van-lint//van-lint-mc-124-1.jpg!Large.jpg
Louis Van Lint,Tribute To Gaudi 1973,Tachisme,abstract,,,,https://uploads3.wikiart.org//00105//images//louis-van-lint//vanlintgaudi.jpg!Large.jpg
Louis Van Lint,Wild Autumn 1960,Tachisme,abstract,,,,https://uploads7.wikiart.org//00105//images//louis-van-lint//vlwildautumn1960.jpg!Large.jpg
Louis Van Lint,Grande Composition Rouge 1957,Tachisme,abstract,,,,https://uploads0.wikiart.org//00104//images//louis-van-lint//vllargecomposition.jpg!Large.jpg
Louis Van Lint,Ciel Mer Et Terre 1948,Tachisme,abstract,,,,https://uploads8.wikiart.org//00104//images//louis-van-lint//vllandand-sea1948.jpg!Large.jpg
Haroutiun Galentz,The Portrait Of Anahid,"Contemporary Realism,Fauvism",genre painting,,,,https://uploads5.wikiart.org//00168//images//haroutiun-galentz//the-portrait-of-anahid-oil-on-canvas-70x175cm-1956.jpg!Large.jpg
Haroutiun Galentz,The Tree 1967,Cubism,genre painting,,1967,,https://uploads1.wikiart.org//images//haroutiun-galentz//the-tree-1967.jpg
Haroutiun Galentz,Still Life Flowers 1962,Cubism,genre painting,,,,https://uploads2.wikiart.org//images//haroutiun-galentz//still-life-flowers-1962.jpg
Haroutiun Galentz,Portrait Of The Violinist A Gabrielian 1960,Cubism,genre painting,,1960,,https://uploads4.wikiart.org//images//haroutiun-galentz//portrait-of-the-violinist-a-gabrielian-1960.jpg
Paul Ackerman,The Artist And His Model 1965,"Cubism,Expressionism",genre painting,,1965,,https://uploads5.wikiart.org//images//paul-ackerman//the-artist-and-his-model-1965.jpg!Large.jpg
Paul Ackerman,Rembrant Devisant Avec Son Ami Le Rabbin Le Soir Dans Son Atelier 1964,Expressionism,genre painting,,1964,,https://uploads0.wikiart.org//images//paul-ackerman//rembrant-devisant-avec-son-ami-le-rabbin-le-soir-dans-son-atelier-1964.jpg
Paul Ackerman,Personnages Cubistes 1950,Cubism,figurative,,1949 - 1950,,https://uploads0.wikiart.org//images//paul-ackerman//personnages-cubistes-1950.jpg
Paul Ackerman,Seven Figures In A Landscape 1950,Cubism,figurative,,1950,,https://uploads8.wikiart.org//images//paul-ackerman//seven-figures-in-a-landscape-1950.jpg
Petre Abrudan,Landscape 1976,Expressionism,landscape,,1976,,https://uploads8.wikiart.org//images//petre-abrudan//landscape-1976.jpg!Large.jpg
Petre Abrudan,Flowers 1975,Expressionism,flower painting,,1975,,https://uploads6.wikiart.org//images//petre-abrudan//flowers-1975.jpg!Large.jpg
Petre Abrudan,Light 1961,Expressionism,landscape,,1961,,https://uploads3.wikiart.org//images//petre-abrudan//light-1961.jpg
Petre Abrudan,Landscape From Baia Mare 1937,Expressionism,landscape,,1937,,https://uploads5.wikiart.org//images//petre-abrudan//landscape-from-baia-mare-1937.jpg!Large.jpg
Petre Abrudan,Tough Winter 1938,Impressionism,genre painting,,1938,,https://uploads2.wikiart.org//images//petre-abrudan//tough-winter-1938.jpg!Large.jpg
Octav Angheluta,Tomis Market 1975,Impressionism,cityscape,,1975,,https://uploads4.wikiart.org//images//octav-angheluta//tomis-market-1975.jpg!Large.jpg
Octav Angheluta,Ivan Lipoveanul 1969,Impressionism,portrait,,1969,,https://uploads7.wikiart.org//images//octav-angheluta//ivan-lipoveanul-1969.jpg!Large.jpg
Octav Angheluta,Antonel 1946,Impressionism,portrait,,1946,,https://uploads8.wikiart.org//images//octav-angheluta//antonel-1946.jpg!Large.jpg
Octav Angheluta,Getu A 1945,Impressionism,portrait,,1945,,https://uploads7.wikiart.org//images//octav-angheluta//getu-a-1945.jpg!Large.jpg
Octav Angheluta,Cap De Trengar 1943,Impressionism,portrait,,1943,,https://uploads6.wikiart.org//images//octav-angheluta//cap-de-trengar-1943.jpg!Large.jpg
Raquel Forner,Barcas,Expressionism,,,1922,,https://uploads5.wikiart.org//00164//images//raquel-forner//rf-barcas-1080x832.jpg!Large.jpg
Raquel Forner,Cabeza,"Expressionism,Realism",,,1922,,https://uploads5.wikiart.org//00164//images//raquel-forner//rf-cabeza.jpg!Large.jpg
Raquel Forner,Casas,Impressionism,,,1926,,https://uploads4.wikiart.org//00164//images//raquel-forner//rf-casas.jpg!Large.jpg
Raquel Forner,Paisaje Iii,Impressionism,,,1929,,https://uploads1.wikiart.org//00164//images//raquel-forner//rf-paisaje-iii.jpg!Large.jpg
Raquel Forner,Presagio,Expressionism,,,1931,,https://uploads8.wikiart.org//00164//images//raquel-forner//rf-presagio-1080x1599.jpg!Large.jpg
Raquel Forner,Ceres,Expressionism,,,1933,,https://uploads5.wikiart.org//00164//images//raquel-forner//rf-ceres-1080x1821.jpg!Large.jpg
Micaela Eleutheriade,Peisaj Din Suhumi 1965,Post-Impressionism,cityscape,,1965,,https://uploads5.wikiart.org//images//micaela-eleutheriade//peisaj-din-suhumi-1965.jpg!Large.jpg
Micaela Eleutheriade,N Voade La Tulcea 1957,Impressionism,marina,,1957,,https://uploads5.wikiart.org//images//micaela-eleutheriade//n-voade-la-tulcea-1957.jpg!Large.jpg
Micaela Eleutheriade,Peisaj Pe Valea Prahovei 1948,Impressionism,landscape,,1948,,https://uploads3.wikiart.org//images//micaela-eleutheriade//peisaj-pe-valea-prahovei-1948.jpg!Large.jpg
Micaela Eleutheriade,Gr Dina De Zarzavat 1942,Post-Impressionism,landscape,,1942,,https://uploads7.wikiart.org//images//micaela-eleutheriade//gr-dina-de-zarzavat-1942.jpg!Large.jpg
Micaela Eleutheriade,Peisaj La Balcic 1936,Impressionism,landscape,,1936,,https://uploads3.wikiart.org//images//micaela-eleutheriade//peisaj-la-balcic-1936.jpg
Lin Fengmian,Chrysanthum 1988,Expressionism,flower painting,,1988,,https://uploads8.wikiart.org//images//lin-fengmian//chrysanthum-1988.jpg
Lin Fengmian,Young Southern Girls 1980,Expressionism,portrait,,1980,,https://uploads8.wikiart.org//images//lin-fengmian//young-southern-girls-1980.jpg
Lin Fengmian,Boats 1979,Expressionism,landscape,,1979,,https://uploads2.wikiart.org//images//lin-fengmian//boats-1979.jpg
Lin Fengmian,Lotus 1977,Post-Impressionism,flower painting,,1977,,https://uploads2.wikiart.org//images//lin-fengmian//lotus-1977.jpg
Lin Fengmian,Gladioli 1960,Post-Impressionism,flower painting,,1960,,https://uploads5.wikiart.org//images//lin-fengmian//gladioli-1960.jpg
Lin Fengmian,Autumn Twilight In A Forest 1960,Expressionism,landscape,,1960,,https://uploads6.wikiart.org//images//lin-fengmian//autumn-twilight-in-a-forest-1960.jpg
Robert Brackman,Girl From Village 1960,Realism,portrait,,1960,,https://uploads0.wikiart.org//images//robert-brackman//girl-from-village-1960.jpg!Large.jpg
Robert Brackman,R Verie 1957,Realism,portrait,,1957,,https://uploads7.wikiart.org//images//robert-brackman//r-verie-1957.jpg
Robert Brackman,Somewhere In America 1934,Realism,portrait,,1934,,https://uploads3.wikiart.org//images//robert-brackman//somewhere-in-america-1934.jpg!Large.jpg
Robert Brackman,Young Lady Of 1933,Realism,portrait,,1933,,https://uploads4.wikiart.org//images//robert-brackman//young-lady-of-1933.jpg
Corneliu Michailescu,Geraniums 1960,Post-Impressionism,cityscape,,1960,,https://uploads5.wikiart.org//images//corneliu-michailescu//geraniums-1960.jpg
Corneliu Michailescu,Composition 1930 1,Expressionism,sketch and study,,1930,,https://uploads1.wikiart.org//images//corneliu-michailescu//composition-1930-1.jpg!Large.jpg
Corneliu Michailescu,Composition 1930,Expressionism,genre painting,,1930,,https://uploads7.wikiart.org//images//corneliu-michailescu//composition-1930.jpg
Corneliu Michailescu,Interior Of The Atelier 1928,Dada,interior,,1928,,https://uploads2.wikiart.org//images//corneliu-michailescu//interior-of-the-atelier-1928.jpg!Large.jpg
Margareta Sterian,Illustration For V Voiculescu S Last Shakespearean Sonnets 1982 3,Expressionism,illustration,,1982,,https://uploads1.wikiart.org//images//margareta-sterian//illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982(3).jpg!Large.jpg
Margareta Sterian,Illustration For V Voiculescu S Last Shakespearean Sonnets 1982 2,Tachisme,illustration,,1982,,https://uploads1.wikiart.org//images//margareta-sterian//illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982(2).jpg!Large.jpg
Margareta Sterian,Illustration For V Voiculescu S Last Shakespearean Sonnets 1982 1,Tachisme,illustration,,1982,,https://uploads1.wikiart.org//images//margareta-sterian//illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982(1).jpg!Large.jpg
Margareta Sterian,Park Descending Towards Harlem New York 1932,Expressionism,landscape,,1932,,https://uploads6.wikiart.org//images//margareta-sterian//park-descending-towards-harlem-new-york-1932.jpg!Large.jpg
Margareta Sterian,Illustration For V Voiculescu S Last Shakespearean Sonnets 1982,Expressionism,illustration,,1982,,https://uploads7.wikiart.org//images//margareta-sterian//illustration-for-v-voiculescu-s-last-shakespearean-sonnets-1982.jpg!Large.jpg
Filippo De Pisis,Fiori Di Campo 1953,Expressionism,flower painting,,1953,,https://uploads2.wikiart.org//00143//images//de-pisis//artgate-fondazione-cariplo-de-pisis-filippo-fiori-di-campo.jpg!Large.jpg
Filippo De Pisis,Piazza San Marco 1940,Expressionism,cityscape,,1940,,https://uploads1.wikiart.org//00143//images//de-pisis//piazza-san-marco-1940.jpg!Large.jpg
Filippo De Pisis,Tour Eiffel 1939,Expressionism,cityscape,,1939,,https://uploads8.wikiart.org//00143//images//de-pisis//tour-eiffel-de-pisis-in-mostra-fondazione-magnani-rocca.jpg!Large.jpg
Filippo De Pisis,Paesaggio Con Passero E Casolare 1933,"Metaphysical art,Expressionism",landscape,,1933,,https://uploads7.wikiart.org//00148//images//filippo-de-pisis//paesaggio-con-passero-e-casolare-1933.jpg!Large.jpg
Filippo De Pisis,Il Marinaio Francese 1930,Expressionism,portrait,,1930,,https://uploads5.wikiart.org//00143//images//de-pisis//1930-il-marinaio.jpg!Large.jpg
Carlos Orozco Romero,Ensayo De Color 1953,"Magic Realism,Surrealism",symbolic painting,,1953,,https://uploads2.wikiart.org//images//carlos-orozco-romero//ensayo-de-color-1953.jpg
Carlos Orozco Romero,The Eclipse 1952,"Magic Realism,Surrealism",genre painting,,1952,,https://uploads7.wikiart.org//images//carlos-orozco-romero//the-eclipse-1952.jpg
Carlos Orozco Romero,Lago De Patzcuaro 1945,Magic Realism,landscape,,1945,,https://uploads4.wikiart.org//images//carlos-orozco-romero//lago-de-patzcuaro-1945.jpg
Carlos Orozco Romero,Women 1939,"Cubism,Expressionism",genre painting,,1939,,https://uploads1.wikiart.org//images//carlos-orozco-romero//women-1939.jpg
Carlos Orozco Romero,The Miner 1929,"Expressionism,Social Realism",genre painting,,1929,,https://uploads6.wikiart.org//images//carlos-orozco-romero//the-miner-1929.jpg!Large.jpg
Nutzi Acontz,Landscape With River 1954,Impressionism,landscape,,1954,,https://uploads0.wikiart.org//images//nutzi-acontz//landscape-with-river-1954.jpg!Large.jpg
Nutzi Acontz,Horseshoeing 1948,Post-Impressionism,genre painting,,1948,,https://uploads0.wikiart.org//images//nutzi-acontz//horseshoeing-1948.jpg
Nutzi Acontz,Interior In Sozopol 1947,Post-Impressionism,interior,,1947,,https://uploads8.wikiart.org//images//nutzi-acontz//interior-in-sozopol-1947.jpg!Large.jpg
Nutzi Acontz,Terrace In Balcic 1930,Post-Impressionism,cityscape,,1930,,https://uploads6.wikiart.org//images//nutzi-acontz//terrace-in-balcic-1930.jpg!Large.jpg
Friedrich Schroder Sonnenstern,Surrealist Composition 1965,Art Brut,symbolic painting,,1965,,https://uploads2.wikiart.org//images//friedrich-schroder-sonnenstern//surrealist-composition-1965.jpg!Large.jpg
Friedrich Schroder Sonnenstern,The Demoness Of Urgency 1958,Art Brut,symbolic painting,,1958,,https://uploads2.wikiart.org//images//friedrich-schroder-sonnenstern//the-demoness-of-urgency-1958.jpg
Friedrich Schroder Sonnenstern,The Moralistic Moon Dualism 1955,Art Brut,symbolic painting,,1955,,https://uploads6.wikiart.org//images//friedrich-schroder-sonnenstern//the-moralistic-moon-dualism-1955.jpg
Friedrich Schroder Sonnenstern,The Mass Demon 1954,Art Brut,symbolic painting,,1954,,https://uploads3.wikiart.org//images//friedrich-schroder-sonnenstern//the-mass-demon-1954.jpg!Large.jpg
Friedrich Schroder Sonnenstern,Der Betende Lowe Oder Die Geschandete Kraft 1952,Art Brut,symbolic painting,,1952,,https://uploads4.wikiart.org//images//friedrich-schroder-sonnenstern//der-betende-lowe-oder-die-geschandete-kraft-1952.jpg
Friedrich Schroder Sonnenstern,Die Wendumb 1948,Art Brut,symbolic painting,,1948,,https://uploads8.wikiart.org//images//friedrich-schroder-sonnenstern//die-wendumb-1948.jpg
Alexander Bazhbeuk Melikyan,The Courtyard 1964,Expressionism,"landscape,portrait",,1964,,https://uploads8.wikiart.org//images//alexander-bazhbeuk-melikyan//the-courtyard-1964.jpg!Large.jpg
Alexander Bazhbeuk Melikyan,Academy Of Art Student M Zdanevichi Portrait 1949,Realism,"landscape,portrait",,1949,,https://uploads2.wikiart.org//images//alexander-bazhbeuk-melikyan//academy-of-art-student-m-zdanevichi-portrait-1949.jpg
Alexander Bazhbeuk Melikyan,Bathing Women 1929,Expressionism,"landscape,portrait",,1929,,https://uploads7.wikiart.org//images//alexander-bazhbeuk-melikyan//bathing-women-1929.jpg
Alexander Bazhbeuk Melikyan,Figures 1928,Expressionism,"landscape,portrait",,1928,,https://uploads1.wikiart.org//images//alexander-bazhbeuk-melikyan//figures-1928.jpg
Alexander Bazhbeuk Melikyan,In Front Of The Mirror 1928,Expressionism,"landscape,portrait",,1928,,https://uploads8.wikiart.org//images//alexander-bazhbeuk-melikyan//in-front-of-the-mirror-1928.jpg!Large.jpg
Alexander Bazhbeuk Melikyan,Group Of Women 1927,Expressionism,"landscape,portrait",,1927,,https://uploads3.wikiart.org//images//alexander-bazhbeuk-melikyan//group-of-women-1927(1).jpg!Large.jpg
Kiyokata Kaburagi,Bijin Light Snowfall 1931,Shin-hanga,bijinga,,1931,,https://uploads5.wikiart.org//images//kiyokata-kaburagi//bijin-light-snowfall-1931.jpg!Large.jpg
Kiyokata Kaburagi,Face Powder 1928,Shin-hanga,advertisement,,1928,,https://uploads5.wikiart.org//images//kiyokata-kaburagi//face-powder-1928.jpg!Large.jpg
Kiyokata Kaburagi,Evening At Hot Spring 1912,Shin-hanga,bijinga,,1912,,https://uploads6.wikiart.org//images//kiyokata-kaburagi//evening-at-hot-spring-1912.jpg!Large.jpg
Kiyokata Kaburagi,Scarlet Peach 1909,Shin-hanga,bijinga,,1909,,https://uploads7.wikiart.org//images//kiyokata-kaburagi//scarlet-peach-1909.jpg!Large.jpg
Kiyokata Kaburagi,Woman And White Swans 1906,Shin-hanga,genre painting,,1906,,https://uploads6.wikiart.org//images//kiyokata-kaburagi//woman-and-white-swans-1906.jpg!Large.jpg
Kiyokata Kaburagi,Bijin In Pink And White Curtain 1903,Shin-hanga,bijinga,,1903,,https://uploads7.wikiart.org//images//kiyokata-kaburagi//bijin-in-pink-and-white-curtain-1903.jpg!Large.jpg
Austin Osman Spare,Effloration 1952,Symbolism,abstract,,1952,,https://uploads2.wikiart.org//00143//images//austin-osman-spare//effloration-1952-2-xl.jpg!Large.jpg
Austin Osman Spare,Dr Flora Murray Working At Her Desk Observed By A Unnamed Man To Her Side 1918,Symbolism,abstract,,1918,,https://uploads7.wikiart.org//00149//images//austin-osman-spare//dr-flora-murray-endell-street-hospital-london-art-iwm-art-2767.jpg!Large.jpg
Austin Osman Spare,Ascension Of The Ego From Ecstasy To Ecstasy 1913,Symbolism,abstract,,1913,,https://uploads3.wikiart.org//00149//images//austin-osman-spare//ascension-of-the-ego-from-ecstasy-to-ecstasy-1913.jpg!Large.jpg
